region,item_id,date_stata,price,date2,date4
2,420103,01jun2021,32.751999,01-06-2021,2021-06-01
2,420103,01jul2021,32.751999,01-07-2021,2021-07-01
2,420103,01aug2021,32.751999,01-08-2021,2021-08-01
2,420103,01sep2021,32.751999,01-09-2021,2021-09-01
2,420103,01oct2021,33.452,01-10-2021,2021-10-01
2,420103,01nov2021,33.452,01-11-2021,2021-11-01
2,420103,01dec2021,34.071999,01-12-2021,2021-12-01
2,420103,01jan2022,34.071999,01-01-2022,2022-01-01
2,420103,01feb2022,34.346001,01-02-2022,2022-02-01
2,420103,01mar2022,35.225998,01-03-2022,2022-03-01
2,420103,01apr2022,36.087273,01-04-2022,2022-04-01
2,420103,01may2022,35.68182,01-05-2022,2022-05-01
2,420103,01jun2022,35.68182,01-06-2022,2022-06-01
2,420103,01jul2022,39.00909,01-07-2022,2022-07-01
2,420103,01aug2022,39.045456,01-08-2022,2022-08-01
2,420103,01sep2022,39.788891,01-09-2022,2022-09-01
2,420103,01oct2022,41.409092,01-10-2022,2022-10-01
2,420103,01nov2022,42.25,01-11-2022,2022-11-01
2,420103,01dec2022,41.68182,01-12-2022,2022-12-01
2,420103,01jan2023,41.718182,01-01-2023,2023-01-01
2,420103,01feb2023,41.772728,01-02-2023,2023-02-01
2,420103,01mar2023,40.972729,01-03-2023,2023-03-01
2,420103,01apr2023,41.419998,01-04-2023,2023-04-01
2,420103,01may2023,42.599998,01-05-2023,2023-05-01
2,420103,01jun2023,42.599998,01-06-2023,2023-06-01
2,420103,01jul2023,42.599998,01-07-2023,2023-07-01
2,420103,01aug2023,42.599998,01-08-2023,2023-08-01
2,420103,01sep2023,43.75,01-09-2023,2023-09-01
2,420103,01oct2023,41.275002,01-10-2023,2023-10-01
2,420103,01nov2023,41.400002,01-11-2023,2023-11-01
2,420103,01dec2023,40.400002,01-12-2023,2023-12-01
2,420103,01jan2024,40.481819,01-01-2024,2024-01-01
2,420103,01feb2024,40.572727,01-02-2024,2024-02-01
2,420103,01mar2024,40.754547,01-03-2024,2024-03-01
2,420103,01apr2024,40.663639,01-04-2024,2024-04-01
2,420103,01may2024,40.754547,01-05-2024,2024-05-01
2,420103,01jun2024,40.630001,01-06-2024,2024-06-01
2,420103,01sep2024,40.754547,01-09-2024,2024-09-01
2,420103,,40.754547,,
3,420103,01feb1988,8.5375996,01-02-1988,1988-02-01
3,420103,01mar1988,8.5742855,01-03-1988,1988-03-01
3,420103,01apr1988,8.5607147,01-04-1988,1988-04-01
3,420103,01may1988,8.2479162,01-05-1988,1988-05-01
3,420103,01jun1988,8.085556,01-06-1988,1988-06-01
3,420103,01jul1988,8.0675001,01-07-1988,1988-07-01
3,420103,01sep1988,8.2680769,01-09-1988,1988-09-01
3,420103,01oct1988,8.2452173,01-10-1988,1988-10-01
3,420103,01nov1988,8.4117393,01-11-1988,1988-11-01
3,420103,01dec1988,8.5140743,01-12-1988,1988-12-01
